temporal_population_id,event_patch_candidate_id,patch_id,sentinel_date_status,sentinel_scene_date,date_source_namespace,date_linkability_status,temporal_blocker,sentinel_date_inferred,notes
TSP_v2ac_00000,EPC_v1us_00000,PET_00016,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,ANCHOR_REFPATCH_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00160,EPC_v1us_00160,REC_08,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,RECOVERY_SCAFFOLDING_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00161,EPC_v1us_00161,REC_09,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,RECOVERY_SCAFFOLDING_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00162,EPC_v1us_00162,REC_10,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,RECOVERY_SCAFFOLDING_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00163,EPC_v1us_00163,REC_11,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,RECOVERY_SCAFFOLDING_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00164,EPC_v1us_00164,REC_12,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,RECOVERY_SCAFFOLDING_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00165,EPC_v1us_00165,REC_13,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,RECOVERY_SCAFFOLDING_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00166,EPC_v1us_00166,REC_14,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,RECOVERY_SCAFFOLDING_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00167,EPC_v1us_00167,REC_15,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,RECOVERY_SCAFFOLDING_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00168,EPC_v1us_00168,REC_16,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,RECOVERY_SCAFFOLDING_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00169,EPC_v1us_00169,REC_17,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,RECOVERY_SCAFFOLDING_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00170,EPC_v1us_00170,REC_18,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,,RECOVERY_SCAFFOLDING_NAMESPACE,UNLINKABLE_NAMESPACE,sentinel_date_only_in_parallel_namespace_no_crosswalk,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
TSP_v2ac_00171,EPC_v1us_00171,,SENTINEL_DATE_MISSING_WITH_BLOCKER,,,NO_DATE,no_recoverable_sentinel_date_for_this_patch,false,Unlinkable cross-namespace dates leave sentinel_scene_date empty; dates are never inferred.
