source_id,region,institution,url,source_type,format,access_method,contains_event_point,contains_event_polygon,contains_address_point,contains_parcel,contains_house_number_range,contains_intersection,contains_street_segment,contains_flood_footprint,priority,download_candidate,reason,review_only
S15ASRC_0140,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/0bd7c94f-479d-44c3-aee6-0cefbe84557e/resource/b9350d37-1f6e-4abc-b8b0-b9968e6810ca/download/2018-equipamento-de-medicao-das-velocidade-das-vias-lombadas-e-fotossensores.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2018 - 2018 - Equipamento de medição das velocidade das vias - Lombadas e Fotossensores,true
S15ASRC_0141,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/0bd7c94f-479d-44c3-aee6-0cefbe84557e/resource/afca2fef-3384-4f2b-a5ee-6a69ca24df83/download/dicionario-de-dados-equipamento-de-monitoramento-2018.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2018 - Dicionário de Dados - Equipamento de Monitoramento 2018,true
S15ASRC_0142,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/0bd7c94f-479d-44c3-aee6-0cefbe84557e/resource/cfc47085-b15a-4d6d-8b2b-db985fb249a3/download/dicionario-de-dados.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2018 - Dicionário de dados,true
S15ASRC_0143,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/d95bb877-c0f8-4ecc-b04b-6a89a5be1d54/download/dicionario-de-dados-equipamento-de-monitoramento-2019.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Dicionário de Dados - Equipamento de Monitoramento 2019,true
S15ASRC_0144,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/53374fab-9f98-4ac6-9207-a6a63903c90a/download/dicionario-de-dados-velocidade-das-vias-.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Dicionário de Dados - Velocidade das Vias ,true
S15ASRC_0145,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/f0ca82d6-8606-4147-93dc-0c8f0ffd2681/download/equipamento-de-medicao-das-velocidade-das-vias-lombadas-e-fotossensores.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Equipamento de medição das velocidade das vias - Lombadas e Fotossensores,true
S15ASRC_0146,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/d88beae5-3477-4e64-9f4e-074824299fb4/download/fotossensores-2019-abril-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - Abril - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0147,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/5932d029-7f6a-4e0e-a8cd-4ad02d322fa3/download/fotossensores-2019-agosto-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - Agosto - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0148,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/458fe852-b33f-47bb-ad4c-3c61f5a0ae5b/download/fotossensores-2019-dezembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - Dezembro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0149,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/177e9100-b5d1-44b7-82b2-f16902aecb71/download/fotossensores-2019-janeiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - Janeiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0150,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/29b31161-1836-4b8a-8bd8-4ee6a0ab5562/download/fotossensores-2019-julho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - Julho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0151,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/2c48188a-f0c7-4d29-b33e-de5c5364a686/download/fotossensores-2019-junho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - Junho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0152,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/fb6cd866-01f3-45f9-b779-d3e4662708e6/download/fotossensores-2019-maio-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - Maio - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0153,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/ba326583-bd47-42f9-9ea5-c31267fd398e/download/fotossensores-2019-marco-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - Março - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0154,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/07c09cb9-98cf-4094-b9a8-fd90523ae503/download/fotossensores-2019-novembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - Novembro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0155,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/07e016d4-7ed3-40af-95d2-d7840c098b29/download/fotossensores-2019-outubro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - Outubro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0156,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/f5ee5bae-ab6e-45c1-983c-36c3aa1a9e57/download/fotossensores-2019-setembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - Setembro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0157,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/6be9d59d-9d1a-4110-9f28-d7e19d761eaf/download/fotossensores-2019-fevereiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Fotossensores 2019 - fevereiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0158,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/d5e20bc1-5a87-4fd8-addf-e791846ab1cd/download/lombadas-2019-abril-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Abril - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0159,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/3fccbf68-d917-4140-b7a9-6c9b3bd6442e/download/lombadas-2019-agosto-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Agosto - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0160,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/8b769d57-70b9-4fe0-81a1-d7ed8d569c45/download/lombadas-2019-dezembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Dezembro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0161,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/6da827f7-fd2e-41f0-a098-8763cc3463ae/download/lombadas-2019-fevereiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Fevereiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0162,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/a6868466-b913-42f0-a876-63c9efeca133/download/lombadas-2019-janeiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Janeiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0163,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/d2749435-80d4-45ce-937c-34af2027754a/download/lombadas-2019-julho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Julho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0164,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/e760432b-fe6b-4353-bbed-e1221fd3aa03/download/lombadas-2019-junho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Junho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0165,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/b6df8668-c6e9-4830-b3d8-58fdd8844fd9/download/lombadas-2019-maio-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Maio - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0166,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/2db09361-ba51-41d1-b125-a0878c029ec3/download/lombadas-2019-marco-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Março - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0167,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/f130cb0d-8b2c-4c03-9fc1-0eca813b2be0/download/lombadas-2019-novembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Novembro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0168,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/d83e4cb1-2319-40a0-93b0-735fa828e99c/download/lombadas-2019-outubro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Outubro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0169,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/437f9092-fe1b-4d48-a2e7-ce472b668ef1/resource/d4a4a23e-665e-4f5c-93f1-27fa2ce64e3c/download/lombadas-2019-setembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2019 - Lombadas 2019 - Setembro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0170,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/12469446-a9c6-4129-b7b1-8ef70c9b8f89/download/2020-equipamento-de-medicao-das-velocidade-das-vias-lombadas-e-fotossensores.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - 2020 - Equipamento de medição das velocidade das vias - Lombadas e Fotossensores,true
S15ASRC_0171,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/b2f96deb-5845-4a99-8fa6-0ce90fc18005/download/2020-equipamento-de-medicao-das-velocidade-das-vias-lombadas-e-fotossensores.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - 2020 - Equipamento de medição das velocidade das vias - Lombadas e Fotossensores,true
S15ASRC_0172,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/f4ff8009-46d1-4bc6-baf6-97f4ffebcae0/download/dicionario-de-dados-equipamento-de-monitoramento-2020.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Dicionário de Dados - Equipamento de Monitoramento 2020,true
S15ASRC_0173,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/1efe7930-a30e-4cca-9996-994c0d4d1baf/download/dicionario-de-dados-equipamento-de-monitoramento-2020.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Dicionário de Dados - Equipamento de Monitoramento 2020,true
S15ASRC_0174,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/c2670655-ae71-48c9-b8f8-90c92569aa4a/download/dicionario-de-dados-velocidade-das-vias.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Dicionário de Dados - Velocidade das Vias,true
S15ASRC_0175,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/fe650269-4878-45a0-a3a5-9c611bd3aaac/download/dicionario-de-dados-velocidade-das-vias.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Dicionário de Dados - Velocidade das Vias,true
S15ASRC_0176,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/4f314665-d8f6-4a0e-af32-a703c1c27ec6/download/fotossensores-2020-abril-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Abril- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0177,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/2b305eef-c65e-4c24-a3e1-426ce6689a15/download/fotossensores-2020-abril-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Abril- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0178,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/b5f69c8c-3763-4ef7-9ea3-846c667c87ab/download/fotossensores-2020-agosto-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Agosto- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0179,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/776628c5-f868-46de-b061-04d793c0f1aa/download/fotossensores-2020-agosto-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Agosto- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0180,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/d65dbfa3-8236-4d7b-959f-33cf17f345e1/download/fotossensores-2020-dezembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Dezembro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0181,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/43991b73-2ab5-4d4c-b9fb-ffe0f1453700/download/fotossensores-2020-fevereiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Fevereiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0182,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/d193d53f-34a1-4e75-aee7-50b610f9e4d0/download/fotossensores-2020-fevereiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Fevereiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0183,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/c5d90dee-3d81-4230-b7ce-c0a548e9926d/download/fotossensores-2020-janeiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Janeiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0184,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/684e1bb3-282c-42ee-a6c1-1dbbcfddf563/download/fotossensores-2020-janeiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Janeiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0185,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/edb7f728-dfda-4ef3-be43-1c61217ec02a/download/fotossensores-2020-julho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Julho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0186,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/45c0f7ca-7dfb-4222-b493-3e7bd45600a9/download/fotossensores-2020-julho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Julho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0187,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/6105b0dd-e0d4-41c7-9b41-4c3e817ded18/download/fotossensores-2020-junho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Junho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0188,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/9ada3cab-c8ae-4cc7-9c60-8d9a27108e6a/download/fotossensores-2020-junho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Junho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0189,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/046ed235-9c59-4ccd-90d0-846003adaccd/download/fotossensores-2020-maio-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Maio - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0190,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/bda7b808-4c5a-4946-a84f-6246240e6472/download/fotossensores-2020-maio-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Maio - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0191,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/b83a09c9-8fef-4fd2-a382-92b5352d1f85/download/fotossensores-2020-marco-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Março- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0192,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/30d74c99-d013-4d25-b88c-23e978ea5de9/download/fotossensores-2020-marco-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Março- Quantitativo das Vias por Velocidade Média,true
