canonical_patch_id,region,current_clean_dates_count,current_clean_dates,missing_dates_to_3,current_clean_temporal_asset_count,s2_clean_asset_count,s1_clean_asset_count,dinov2_clean_asset_count,eligible_for_temporal_embedding_drift_now,acquisition_gap_status,acquisition_priority,is_actionable_for_temporal_backfill,requires_metadata_repair_before_acquisition,remaining_blockers,minimum_new_acquisitions_required,recommended_sensor_family,recommended_processing_contract,next_required_action,guardrail_status
PET_00507,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00579,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00614,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00615,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00617,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00618,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00641,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00649,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00652,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00720,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00756,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00789,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00823,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00825,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00829,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00860,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00863,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00865,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00916,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00986,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01307,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01323,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01349,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01352,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01386,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01403,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01458,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01478,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01483,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01488,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_01495,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_02,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_03,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_04,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_05,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_06,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_07,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_08,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_09,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_10,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_11,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_12,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_13,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_14,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_15,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_16,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_17,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_18,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_19,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_20,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
