geometry_target_id,blocker_type,severity,field,reason_pt,prevents_geometry_priority_high,prevents_positive_strong,prevents_evaluation,prevents_calibration,how_to_resolve_pt,geometry_blocker_id
GEO_0535,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00283
GEO_0536,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00284
GEO_0537,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00285
GEO_0538,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00286
GEO_0539,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00287
GEO_0540,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00288
GEO_0541,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00289
GEO_0542,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00290
GEO_0543,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00291
GEO_0544,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00292
GEO_0545,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00293
GEO_0546,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00294
